user_id,count,size
22748,146,130.0
83907,146,60.0
38274,146,102.0
102804,146,100.0
70989,146,65.0
85044,146,96.0
100455,146,106.0
106144,146,63.0
104984,146,63.0
46321,146,73.0
99866,146,141.0
107629,145,119.0
72925,145,70.0
76875,145,97.0
47818,145,94.0
33237,145,135.0
103030,145,103.0
106803,145,70.0
94313,145,107.0
72525,145,89.0
95019,145,63.0
107661,145,96.0
94661,145,137.0
64509,145,84.0
98064,145,71.0
95344,145,130.0
101891,145,111.0
104976,145,146.0
103023,145,83.0
94792,145,94.0
52293,145,138.0
102768,145,64.0
106051,145,111.0
102720,145,83.0
14110,144,94.0
85977,144,112.0
86736,144,144.0
97858,144,126.0
111950,144,81.0
92726,144,85.0
104107,144,116.0
95295,144,112.0
80287,144,58.0
102703,144,93.0
34976,144,88.0
104034,144,137.0
85631,144,118.0
98015,144,135.0
63258,144,98.0
19286,144,82.0
103249,144,125.0
67571,144,88.0
62734,144,106.0
105949,144,137.0
79761,144,66.0
91424,144,91.0
54757,144,70.0
65010,144,122.0
88802,144,134.0
94440,144,149.0
104975,144,88.0
100178,144,146.0
89199,143,137.0
22281,143,144.0
108701,143,75.0
62612,143,115.0
51307,143,57.0
74522,143,118.0
92102,143,93.0
83401,143,59.0
95909,143,133.0
96616,143,50.0
106188,143,51.0
112187,143,126.0
58910,143,141.0
87625,143,96.0
85154,143,130.0
71471,143,118.0
72242,143,75.0
75182,143,127.0
95191,143,134.0
59311,143,116.0
85805,143,79.0
101908,143,86.0
107963,143,52.0
56391,143,58.0
20258,143,68.0
77714,143,107.0
74371,143,132.0
11577,143,121.0
112503,143,100.0
60214,143,92.0
107669,143,115.0
38119,143,130.0
95020,143,94.0
51416,143,65.0
87479,143,73.0
98834,142,143.0
107014,142,82.0
95702,142,69.0
83874,142,103.0
103462,142,98.0
86729,142,53.0
73369,142,61.0
91033,142,97.0
75825,142,94.0
86482,142,118.0
29477,142,70.0
69765,142,101.0
88722,142,149.0
93041,142,82.0
71666,142,81.0
65372,142,143.0
109452,142,113.0
105565,142,124.0
7413,142,104.0
100888,142,143.0
101615,142,126.0
111093,142,120.0
113005,142,80.0
102933,142,120.0
84447,142,132.0
63867,142,107.0
99362,142,147.0
113227,142,56.0
113710,142,66.0
77938,142,141.0
98611,142,51.0
107888,142,76.0
79320,142,51.0
33517,142,77.0
112183,142,76.0
107673,142,82.0
105770,142,72.0
110549,142,69.0
62223,141,137.0
13915,141,143.0
72148,141,59.0
39038,141,76.0
111876,141,146.0
75416,141,120.0
76532,141,57.0
54682,141,62.0
93053,141,142.0
91066,141,111.0
17057,141,140.0
105614,141,135.0
88835,141,111.0
110307,141,54.0
78530,141,118.0
113664,141,74.0
72133,141,109.0
113989,141,112.0
86852,141,72.0
103772,141,105.0
34275,141,133.0
114996,141,105.0
84779,141,91.0
70617,140,82.0
26160,140,110.0
80941,140,124.0
45314,140,50.0
94830,140,82.0
115438,140,59.0
53487,140,140.0
113728,140,108.0
101216,140,80.0
26393,140,119.0
116187,140,138.0
94807,140,104.0
112202,140,67.0
93825,140,103.0
63681,140,123.0
76838,140,100.0
95934,140,65.0
91048,140,136.0
87964,140,141.0
107491,140,71.0
99879,140,88.0
112344,140,132.0
57789,140,130.0
86353,140,133.0
21811,140,88.0
41517,140,72.0
91216,140,135.0
67143,140,111.0
84902,140,136.0
54272,140,103.0
108512,140,129.0
115852,140,142.0
116316,140,93.0
114416,140,145.0
108186,140,59.0
113007,140,50.0
97855,140,52.0
112162,139,66.0
89025,139,147.0
116900,139,148.0
69493,139,56.0
1035,139,102.0
102084,139,99.0
69118,139,70.0
61261,139,137.0
92124,139,110.0
117638,139,127.0
100937,139,54.0
108514,139,136.0
72688,139,92.0
49004,139,120.0
96750,139,116.0
104512,139,141.0
107187,139,138.0
114951,139,83.0
56894,139,124.0
53115,139,109.0
93337,139,68.0
91334,139,58.0
74828,139,123.0
61742,139,147.0
105169,139,55.0
104203,139,128.0
110779,139,72.0
84134,139,119.0
64920,139,148.0
100967,139,66.0
99043,139,117.0
34011,139,67.0
100546,139,87.0
97595,139,131.0
87318,138,67.0
107034,138,111.0
111902,138,70.0
115372,138,77.0
118487,138,145.0
20238,138,140.0
97972,138,117.0
93865,138,124.0
95957,138,146.0
82019,138,124.0
41676,138,141.0
86715,138,116.0
115324,138,149.0
114210,138,136.0
109841,138,105.0
46215,138,109.0
14544,138,126.0
64367,138,126.0
89921,138,52.0
103278,138,136.0
102751,138,118.0
103884,138,65.0
109345,138,120.0
4686,138,131.0
57926,138,73.0
47414,137,94.0
92028,137,96.0
101927,137,54.0
70315,137,131.0
66072,137,89.0
108703,137,125.0
102198,137,57.0
76913,137,84.0
111820,137,121.0
99804,137,106.0
112954,137,57.0
62466,137,117.0
99001,137,107.0
106330,137,54.0
100254,137,85.0
102584,137,137.0
40121,137,96.0
51168,137,101.0
110805,137,61.0
113054,137,91.0
105182,137,78.0
105775,137,63.0
117219,137,63.0
85918,137,93.0
107544,137,53.0
83986,137,71.0
26365,137,58.0
119731,137,140.0
86937,137,58.0
55398,136,128.0
109109,136,81.0
120157,136,90.0
87638,136,58.0
79636,136,105.0
92348,136,71.0
72945,136,83.0
82717,136,60.0
100607,136,146.0
118137,136,120.0
41017,136,86.0
81885,136,97.0
91453,136,88.0
122109,136,125.0
75715,136,104.0
93505,136,129.0
121626,136,57.0
99849,136,82.0
50376,136,114.0
70340,136,120.0
94669,136,79.0
88609,136,72.0
98996,136,104.0
101227,136,123.0
58446,136,131.0
122128,136,129.0
88647,136,62.0
122091,136,110.0
92093,136,60.0
83931,136,90.0
89175,136,115.0
83297,136,91.0
30942,136,124.0
88118,136,60.0
84542,136,69.0
103107,135,77.0
123309,135,83.0
103185,135,125.0
117482,135,68.0
113798,135,90.0
93703,135,125.0
123021,135,58.0
117834,135,62.0
122453,135,104.0
30348,135,126.0
123552,135,104.0
119433,135,136.0
105204,135,146.0
123447,135,135.0
119138,135,84.0
98924,135,52.0
61111,135,118.0
84226,135,121.0
87289,135,100.0
109694,135,77.0
84597,135,94.0
50658,135,105.0
21975,135,129.0
114660,135,90.0
102069,135,144.0
69738,135,107.0
67256,135,97.0
119532,135,93.0
88711,135,136.0
27434,135,109.0
79306,135,144.0
117960,135,146.0
112724,134,100.0
43834,134,51.0
100403,134,150.0
104377,134,102.0
101994,134,79.0
63107,134,69.0
88173,134,107.0
62878,134,124.0
52571,134,110.0
100125,134,100.0
118542,134,87.0
100101,134,54.0
99201,134,149.0
122513,134,70.0
111404,134,138.0
116944,134,146.0
116524,134,145.0
122465,134,105.0
79514,134,50.0
108138,134,125.0
117148,134,116.0
55860,134,117.0
92919,134,112.0
81591,134,100.0
90191,134,50.0
115919,134,150.0
122011,134,90.0
117328,134,141.0
55401,134,95.0
39109,134,69.0
115426,134,150.0
121657,134,148.0
96810,134,129.0
69417,134,52.0
101915,134,80.0
64355,134,149.0
112583,134,142.0
104025,134,96.0
85802,134,108.0
97852,134,64.0
1543,134,75.0
78574,134,137.0
32804,133,97.0
86455,133,60.0
105272,133,142.0
111847,133,126.0
125264,133,66.0
118528,133,105.0
86618,133,120.0
110203,133,68.0
78424,133,51.0
100990,133,134.0
124398,133,139.0
109836,133,77.0
107394,133,61.0
121661,133,82.0
113141,133,60.0
88687,133,69.0
126091,133,86.0
116010,133,132.0
125020,133,101.0
85747,133,93.0
64092,133,77.0
108709,133,128.0
3354,133,106.0
102944,133,138.0
119366,133,55.0
41355,133,53.0
49295,133,59.0
94212,133,69.0
100149,133,111.0
67948,133,121.0
17350,133,71.0
94647,133,86.0
102791,133,150.0
118726,133,76.0
123101,133,109.0
125117,133,81.0
43548,133,115.0
95111,133,53.0
110503,133,135.0
108991,133,72.0
123374,133,112.0
72974,133,60.0
115253,133,102.0
117984,133,66.0
45487,132,127.0
49766,132,116.0
71784,132,90.0
104147,132,69.0
113583,132,115.0
121075,132,118.0
81936,132,94.0
80978,132,111.0
111329,132,55.0
71472,132,71.0
123193,132,85.0
116344,132,67.0
60453,132,120.0
65913,132,67.0
86352,132,114.0
73606,132,91.0
40451,132,147.0
107024,132,66.0
109484,132,139.0
94862,132,88.0
79314,132,75.0
98810,132,100.0
93915,132,71.0
110622,132,74.0
83016,132,106.0
58934,132,149.0
103788,132,105.0
107398,132,107.0
113387,132,108.0
13436,132,82.0
118814,132,89.0
119880,132,130.0
106354,132,118.0
94123,132,136.0
61661,132,69.0
9280,132,85.0
117122,132,61.0
91979,132,70.0
100035,132,56.0
13288,132,90.0
112338,132,62.0
91277,131,123.0
86311,131,123.0
111731,131,115.0
21312,131,88.0
113568,131,60.0
75153,131,92.0
116846,131,86.0
128078,131,51.0
80619,131,55.0
78770,131,52.0
43282,131,141.0
90445,131,141.0
95841,131,62.0
11658,131,125.0
107642,131,98.0
96340,131,123.0
128616,131,73.0
122779,131,87.0
49234,131,117.0
79111,131,98.0
19798,131,135.0
105187,131,141.0
110765,131,73.0
89891,131,109.0
107230,131,149.0
84265,131,59.0
29030,131,77.0
23212,131,132.0
123966,131,79.0
126691,131,131.0
120646,131,96.0
106357,131,101.0
127761,131,69.0
128450,131,57.0
129079,131,81.0
105438,131,74.0
109873,131,68.0
15664,131,148.0
84132,130,73.0
102946,130,115.0
107684,130,143.0
31498,130,81.0
127172,130,135.0
22249,130,133.0
101962,130,94.0
95893,130,86.0
98987,130,80.0
124779,130,84.0
107308,130,139.0
117348,130,77.0
111083,130,55.0
111451,130,127.0
119887,130,64.0
111459,130,50.0
97556,130,112.0
123260,130,141.0
119850,130,143.0
85127,130,134.0
6044,130,128.0
87904,130,101.0
90662,130,93.0
60713,130,132.0
116283,130,138.0
73043,130,134.0
126371,130,119.0
106426,130,92.0
108040,130,113.0
125088,130,67.0
106801,130,80.0
112618,130,146.0
99429,130,127.0
126757,130,89.0
95790,130,103.0
122811,130,84.0
69330,130,82.0
85754,130,144.0
61215,130,79.0
116965,130,121.0
69638,130,105.0
110003,129,85.0
129603,129,103.0
60392,129,122.0
99458,129,120.0
115721,129,123.0
131060,129,68.0
126620,129,79.0
107851,129,132.0
130370,129,136.0
121550,129,109.0
10324,129,102.0
86498,129,76.0
98843,129,50.0
119560,129,90.0
93519,129,141.0
105222,129,72.0
111137,129,115.0
95013,129,105.0
55059,129,115.0
124672,129,56.0
106179,129,122.0
102341,129,58.0
112230,129,69.0
75783,129,66.0
111159,129,91.0
12467,129,124.0
118500,129,57.0
126580,129,55.0
112196,129,50.0
125878,129,69.0
81588,129,62.0
33903,129,135.0
40805,129,92.0
103481,129,146.0
109413,129,85.0
105071,129,65.0
43154,129,116.0
129785,128,121.0
37445,128,112.0
88122,128,73.0
124551,128,95.0
12754,128,88.0
100964,128,135.0
129532,128,142.0
84125,128,53.0
93170,128,135.0
132842,128,51.0
90725,128,150.0
121453,128,112.0
36258,128,51.0
132503,128,74.0
69708,128,104.0
30172,128,90.0
92779,128,147.0
112466,128,117.0
127196,128,88.0
3011,128,65.0
69606,128,115.0
102899,128,120.0
120819,128,99.0
106959,128,109.0
5366,128,116.0
121384,128,99.0
133189,128,108.0
126712,128,82.0
103105,128,149.0
100139,128,105.0
130080,128,111.0
75610,128,117.0
103694,128,111.0
121805,128,83.0
65833,128,92.0
59084,128,50.0
92608,128,128.0
99738,128,117.0
132771,128,102.0
107214,128,115.0
111619,128,111.0
23033,128,74.0
103307,128,80.0
102979,128,148.0
123254,128,145.0
125251,128,96.0
79747,128,55.0
114731,128,132.0
59845,128,112.0
112001,128,115.0
129332,128,117.0
125533,128,66.0
98907,127,140.0
79108,127,105.0
93977,127,127.0
92592,127,110.0
133929,127,101.0
86622,127,81.0
95880,127,89.0
75124,127,68.0
83387,127,98.0
118421,127,90.0
123975,127,138.0
94589,127,95.0
118616,127,128.0
107109,127,111.0
104201,127,89.0
80822,127,75.0
97535,127,95.0
16362,127,84.0
14467,127,73.0
125225,127,52.0
7361,127,55.0
81255,127,133.0
122484,127,96.0
96024,127,84.0
104613,127,65.0
99793,127,98.0
20298,127,117.0
125663,127,51.0
86751,127,96.0
88561,127,144.0
134921,127,126.0
130500,127,134.0
72404,127,74.0
80057,127,100.0
75434,127,144.0
92253,127,62.0
128382,127,100.0
108816,127,103.0
108954,127,84.0
31577,127,100.0
126385,127,111.0
127897,127,147.0
131647,127,127.0
123166,127,130.0
93155,127,108.0
82874,127,86.0
94142,127,55.0
108775,127,99.0
100930,127,129.0
128287,127,123.0
126989,127,96.0
101110,127,100.0
132756,127,125.0
73669,127,142.0
103856,127,84.0
109997,126,134.0
48570,126,115.0
96248,126,112.0
136273,126,150.0
135989,126,93.0
59065,126,70.0
115532,126,50.0
118203,126,147.0
95982,126,86.0
136263,126,58.0
65917,126,78.0
132685,126,122.0
111274,126,142.0
48542,126,74.0
87211,126,115.0
25233,126,80.0
91371,126,148.0
135697,126,61.0
81372,126,85.0
106639,126,140.0
124397,126,145.0
116963,126,134.0
86235,126,78.0
122598,126,58.0
131582,126,101.0
68401,126,136.0
50057,126,85.0
89141,126,70.0
93868,126,143.0
113414,126,78.0
105579,126,103.0
91311,126,142.0
115935,126,124.0
38049,126,102.0
121469,126,97.0
103042,126,79.0
94803,126,50.0
104790,126,117.0
95678,126,58.0
60930,126,87.0
131941,126,56.0
72616,126,148.0
35672,126,135.0
94782,126,64.0
96933,126,145.0
101553,126,122.0
59932,126,74.0
28667,126,57.0
98995,126,50.0
59305,126,83.0
76542,125,140.0
109863,125,97.0
76463,125,60.0
116980,125,62.0
49257,125,114.0
109708,125,146.0
95760,125,67.0
134324,125,81.0
117335,125,107.0
91203,125,135.0
54029,125,150.0
80772,125,138.0
109720,125,50.0
128004,125,87.0
130081,125,143.0
134985,125,73.0
112933,125,115.0
120930,125,117.0
137083,125,118.0
57967,125,132.0
30901,125,87.0
95199,125,96.0
102349,125,83.0
107835,125,69.0
123058,125,143.0
129581,125,124.0
94812,125,77.0
113526,125,68.0
80143,125,121.0
105481,125,126.0
123613,125,135.0
72702,125,137.0
103035,125,131.0
70207,125,125.0
102817,125,60.0
83699,125,138.0
99806,125,119.0
63699,125,113.0
42733,124,112.0
130738,124,131.0
128321,124,53.0
103005,124,68.0
138016,124,97.0
102963,124,115.0
135494,124,135.0
103485,124,104.0
75738,124,129.0
84993,124,140.0
83130,124,53.0
113592,124,105.0
125464,124,76.0
74643,124,145.0
15564,124,85.0
11916,124,73.0
42932,124,62.0
136116,124,78.0
123620,124,57.0
132992,124,63.0
50768,124,90.0
124372,124,79.0
95342,124,86.0
38484,124,146.0
137670,124,125.0
104320,124,56.0
134275,124,144.0
56386,124,129.0
133621,124,95.0
81058,124,106.0
139740,124,63.0
122745,124,144.0
108852,124,134.0
135872,124,96.0
111711,124,102.0
103270,124,127.0
101921,124,96.0
133894,124,108.0
713,124,145.0
126627,124,113.0
130374,124,105.0
137094,124,65.0
117895,124,61.0
67787,123,112.0
131711,123,54.0
99901,123,131.0
112340,123,106.0
120488,123,61.0
83286,123,87.0
141416,123,124.0
109618,123,64.0
57401,123,127.0
100923,123,148.0
112310,123,145.0
83299,123,110.0
112842,123,106.0
129065,123,150.0
139504,123,98.0
73941,123,70.0
122110,123,141.0
111144,123,102.0
107357,123,136.0
68383,123,105.0
123168,123,70.0
120277,123,101.0
101117,123,120.0
128135,123,127.0
71344,123,66.0
110758,123,78.0
108263,123,141.0
89414,123,138.0
122719,123,136.0
136053,123,107.0
84065,123,78.0
135686,123,111.0
112646,123,74.0
135067,123,60.0
141289,123,141.0
81879,123,55.0
99801,123,77.0
102024,123,67.0
102015,123,60.0
101448,123,124.0
128157,123,72.0
135621,123,52.0
121135,123,136.0
82240,123,129.0
120606,122,68.0
141895,122,131.0
97721,122,129.0
102223,122,148.0
142709,122,143.0
3523,122,94.0
138730,122,128.0
105582,122,113.0
98385,122,132.0
9212,122,63.0
115282,122,141.0
132967,122,69.0
135936,122,84.0
120011,122,138.0
120350,122,100.0
140365,122,117.0
75093,122,109.0
101015,122,131.0
111024,122,59.0
131370,122,108.0
111048,122,77.0
106939,122,138.0
78613,122,50.0
87773,122,136.0
118159,122,73.0
36785,122,74.0
139387,122,114.0
128037,122,116.0
65554,122,106.0
137244,122,144.0
138819,122,71.0
143236,122,101.0
120323,122,65.0
49077,122,52.0
125960,122,58.0
108539,122,76.0
140952,122,77.0
103421,122,109.0
137717,122,133.0
137138,122,127.0
138141,122,90.0
130560,122,98.0
138447,122,56.0
101187,122,141.0
86039,122,116.0
104516,122,82.0
82602,122,123.0
84302,122,62.0
137649,122,51.0
116711,122,75.0
114669,121,87.0
125294,121,137.0
139791,121,88.0
111115,121,146.0
122481,121,74.0
126699,121,124.0
121165,121,55.0
96960,121,98.0
30595,121,68.0
118380,121,52.0
119319,121,131.0
85124,121,102.0
127532,121,83.0
83950,121,105.0
95042,121,88.0
123126,121,117.0
34631,121,112.0
56088,121,145.0
118418,121,75.0
143718,121,72.0
118257,121,137.0
126172,121,113.0
135502,121,61.0
44213,121,95.0
125231,121,57.0
114993,121,80.0
125726,121,105.0
30835,121,106.0
137063,121,95.0
133271,121,59.0
144890,121,100.0
144592,121,75.0
126594,121,75.0
108928,121,95.0
112860,121,94.0
80204,121,65.0
126305,121,71.0
80367,121,79.0
126653,121,144.0
39919,121,50.0
80448,121,126.0
116637,121,72.0
137947,121,105.0
143003,121,78.0
112521,121,131.0
144736,120,88.0
135633,120,82.0
144605,120,67.0
83301,120,71.0
113452,120,50.0
123039,120,85.0
119093,120,95.0
131138,120,91.0
78328,120,131.0
104400,120,127.0
129541,120,85.0
119949,120,59.0
140675,120,115.0
40866,120,74.0
135776,120,97.0
137927,120,67.0
11224,120,80.0
136786,120,64.0
137813,120,50.0
133483,120,143.0
112548,120,115.0
125674,120,57.0
134932,120,85.0
134214,120,138.0
105400,120,137.0
42311,120,52.0
143528,120,76.0
129798,120,127.0
126267,120,108.0
86461,120,125.0
128136,120,120.0
146608,120,118.0
130175,120,97.0
117306,120,145.0
23835,120,65.0
132794,120,51.0
145391,120,65.0
138086,120,139.0
113398,120,97.0
97305,120,125.0
125249,120,108.0
120099,120,105.0
136491,120,136.0
81619,120,145.0
46865,120,58.0
141928,120,111.0
14614,120,94.0
60393,120,116.0
114147,120,52.0
134135,120,146.0
87703,120,72.0
141890,120,98.0
120282,120,77.0
134986,120,74.0
112589,120,96.0
103613,120,50.0
73987,119,136.0
71686,119,100.0
142588,119,56.0
124680,119,114.0
140580,119,69.0
140563,119,104.0
94058,119,97.0
146369,119,87.0
30453,119,88.0
102209,119,89.0
124196,119,138.0
77298,119,103.0
75730,119,113.0
39941,119,124.0
128617,119,56.0
122084,119,51.0
123448,119,115.0
131390,119,144.0
72430,119,146.0
138384,119,68.0
102284,119,68.0
135325,119,120.0
132943,119,87.0
34278,119,94.0
125423,119,87.0
87453,119,88.0
82607,119,138.0
102369,119,68.0
115739,119,51.0
122482,119,59.0
107166,119,114.0
59240,119,59.0
132345,119,105.0
135795,119,150.0
116739,119,79.0
33700,119,68.0
137676,119,119.0
129151,119,90.0
37333,119,141.0
82718,119,133.0
83396,119,122.0
140206,119,83.0
83388,119,74.0
57222,119,149.0
128050,119,125.0
91505,119,101.0
142484,119,140.0
51693,118,113.0
140762,118,52.0
117183,118,121.0
143247,118,128.0
96537,118,69.0
149984,118,135.0
145399,118,127.0
129886,118,76.0
98818,118,67.0
24048,118,94.0
142297,118,122.0
147389,118,77.0
144854,118,141.0
89370,118,86.0
133216,118,96.0
143537,118,82.0
75103,118,76.0
135731,118,51.0
72865,118,50.0
139854,118,127.0
99079,118,50.0
150124,118,77.0
93819,118,68.0
140604,118,97.0
128358,118,99.0
104819,118,85.0
115866,118,91.0
132498,118,114.0
126352,118,133.0
123540,118,62.0
82349,118,61.0
126696,118,64.0
131539,118,58.0
142208,118,135.0
140673,118,125.0
150002,118,68.0
134326,118,110.0
12296,118,143.0
133372,118,67.0
129483,118,126.0
133711,118,98.0
98127,118,57.0
134516,118,126.0
123403,118,132.0
142080,118,64.0
107532,118,135.0
128239,117,137.0
122608,117,145.0
97579,117,56.0
120911,117,131.0
61902,117,117.0
118419,117,135.0
132143,117,96.0
126640,117,115.0
140644,117,97.0
96632,117,100.0
113696,117,136.0
100223,117,103.0
58065,117,81.0
144315,117,80.0
141900,117,123.0
121265,117,113.0
139054,117,93.0
128453,117,121.0
116121,117,92.0
129301,117,99.0
11979,117,71.0
112359,117,131.0
78352,117,104.0
18362,117,110.0
92952,117,87.0
42294,117,149.0
122542,117,145.0
80075,117,129.0
100017,117,103.0
112176,117,144.0
121599,117,138.0
131569,117,91.0
129480,117,77.0
73908,117,79.0
135846,117,105.0
146655,117,122.0
31154,117,134.0
61781,117,87.0
132613,117,144.0
57899,117,108.0
122324,117,108.0
139939,117,117.0
132006,117,89.0
150184,117,79.0
96641,117,147.0
126605,117,143.0
108820,117,126.0
134643,117,68.0
126494,117,99.0
36913,117,127.0
132221,117,80.0
99867,117,93.0
113441,117,55.0
105338,117,94.0
131235,117,137.0
126733,117,105.0
101729,117,54.0
139177,116,117.0
121403,116,107.0
2072,116,65.0
130515,116,85.0
137923,116,81.0
75718,116,137.0
47451,116,65.0
82032,116,57.0
143846,116,117.0
95601,116,78.0
149932,116,88.0
110214,116,143.0
45552,116,65.0
144282,116,105.0
144016,116,124.0
116003,116,94.0
137599,116,122.0
143617,116,110.0
121905,116,128.0
132466,116,119.0
142256,116,142.0
148007,116,113.0
88018,116,60.0
144067,116,121.0
46830,116,75.0
99924,116,127.0
129600,116,110.0
112445,116,114.0
148963,116,73.0
122656,116,114.0
125908,116,133.0
145694,116,109.0
116050,116,104.0
106505,116,71.0
151569,116,126.0
133213,116,61.0
137508,116,143.0
56577,116,85.0
115330,116,129.0
79362,116,123.0
143975,116,71.0
38027,116,73.0
129569,116,101.0
139977,116,132.0
143494,116,51.0
146500,116,101.0
36840,116,128.0
104035,116,63.0
137065,116,110.0
34452,116,104.0
119564,116,114.0
123800,116,121.0
150083,116,54.0
125241,116,144.0
130698,116,58.0
153861,116,96.0
99564,116,84.0
115961,115,64.0
117153,115,141.0
153776,115,106.0
141955,115,76.0
122642,115,98.0
61462,115,133.0
104594,115,135.0
104518,115,59.0
80907,115,148.0
113554,115,108.0
132581,115,75.0
154087,115,134.0
101964,115,114.0
154653,115,64.0
113369,115,60.0
84171,115,102.0
82472,115,98.0
131128,115,107.0
52143,115,97.0
135555,115,50.0
114723,115,50.0
37154,115,122.0
137221,115,86.0
72601,115,70.0
52638,115,103.0
132132,115,134.0
142063,115,142.0
127029,115,123.0
107523,115,60.0
115984,115,50.0
146202,115,138.0
144165,115,58.0
104847,115,144.0
96879,115,76.0
134614,115,63.0
146942,115,67.0
143078,115,79.0
108303,115,69.0
92600,115,112.0
125401,115,103.0
61371,115,108.0
83480,115,118.0
132554,115,86.0
59300,115,111.0
118437,115,128.0
6282,115,131.0
135089,115,65.0
150704,115,104.0
77514,115,88.0
151126,115,97.0
52119,115,150.0
126956,115,82.0
113282,114,51.0
58613,114,91.0
115974,114,98.0
82608,114,98.0
111883,114,65.0
153170,114,150.0
139988,114,129.0
129533,114,148.0
146300,114,102.0
103711,114,146.0
123099,114,132.0
28142,114,135.0
76928,114,114.0
57759,114,84.0
3159,114,59.0
113412,114,125.0
74288,114,90.0
126958,114,146.0
153748,114,115.0
127628,114,68.0
153911,114,105.0
127157,114,69.0
68171,114,81.0
130998,114,78.0
153906,114,95.0
142393,114,126.0
134796,114,62.0
87844,114,119.0
138342,114,82.0
130108,114,90.0
137119,114,99.0
126212,114,71.0
146931,114,94.0
152889,114,123.0
144936,114,69.0
148283,114,59.0
94884,114,148.0
125675,114,135.0
61939,114,144.0
84363,114,85.0
130138,114,77.0
137214,114,62.0
141933,114,130.0
143171,114,109.0
125201,114,139.0
122610,114,53.0
122161,114,57.0
139998,114,77.0
139288,114,140.0
135241,114,54.0
57917,114,130.0
147877,114,100.0
143489,114,106.0
157639,114,146.0
137845,114,74.0
28764,114,91.0
35023,113,74.0
68031,113,144.0
136620,113,139.0
155815,113,62.0
146208,113,54.0
151596,113,134.0
117291,113,111.0
157608,113,51.0
114419,113,68.0
128476,113,123.0
92192,113,62.0
148801,113,91.0
137294,113,85.0
155795,113,95.0
116753,113,143.0
139615,113,116.0
149051,113,61.0
136023,113,90.0
55612,113,133.0
157307,113,134.0
119934,113,88.0
133073,113,77.0
125012,113,74.0
134254,113,62.0
94941,113,146.0
22785,113,133.0
145581,113,77.0
147819,113,147.0
131518,113,115.0
147760,113,59.0
145215,113,112.0
126203,113,73.0
134822,113,71.0
152818,113,125.0
65178,113,95.0
18278,113,131.0
140692,113,136.0
137038,113,130.0
147291,113,137.0
126076,113,68.0
85094,113,68.0
145284,113,116.0
40061,113,82.0
66562,113,51.0
146267,113,132.0
159257,113,78.0
114768,113,82.0
147563,113,147.0
157907,113,61.0
103224,113,124.0
123928,113,53.0
117598,113,53.0
141880,113,124.0
48947,113,147.0
77651,113,105.0
111148,113,144.0
114651,112,101.0
129256,112,67.0
146742,112,60.0
133924,112,103.0
90391,112,136.0
76436,112,99.0
100864,112,56.0
152875,112,104.0
154186,112,137.0
152503,112,146.0
137549,112,114.0
126725,112,133.0
152988,112,77.0
2490,112,145.0
150612,112,149.0
89166,112,122.0
148441,112,105.0
108748,112,149.0
159330,112,104.0
15851,112,126.0
91089,112,59.0
118942,112,60.0
100819,112,69.0
105511,112,125.0
144991,112,99.0
122754,112,147.0
131133,112,150.0
146750,112,126.0
159583,112,53.0
147410,112,69.0
48561,112,101.0
114056,112,139.0
144210,112,127.0
1262,112,88.0
135175,112,143.0
122496,112,146.0
154002,112,101.0
128040,112,56.0
94357,112,150.0
155813,112,102.0
20656,112,95.0
37078,112,100.0
153153,112,125.0
87565,112,68.0
58484,112,103.0
