user_id,count,size,flag
46215,138,109.0,14.858396489828479
14544,138,126.0,12.853692201518287
64367,138,126.0,12.853692201518287
89921,138,52.0,31.145484949832774
103278,138,136.0,11.90856777493606
102751,138,118.0,13.725128960943257
103884,138,65.0,24.91638795986622
109345,138,120.0,13.496376811594201
4686,138,131.0,12.36309326252904
57926,138,73.0,22.18582489577129
47414,137,94.0,17.35517937567945
92028,137,96.0,16.993613138686133
101927,137,54.0,30.210867802108677
70315,137,131.0,12.453334819189838
66072,137,89.0,18.330189452964817
108703,137,125.0,13.05109489051095
102198,137,57.0,28.620822128313485
76913,137,84.0,19.421272158498436
111820,137,121.0,13.48253604391627
99804,137,106.0,15.390442087866685
112954,137,57.0,28.620822128313485
62466,137,117.0,13.943477447127082
99001,137,107.0,15.246606180503445
106330,137,54.0,30.210867802108677
100254,137,85.0,19.19278660369257
102584,137,137.0,11.907933294261815
40121,137,96.0,16.993613138686133
51168,137,101.0,16.152345161523453
110805,137,61.0,26.74404690678473
113054,137,91.0,17.927328146306248
105182,137,78.0,20.915216170690623
105775,137,63.0,25.89502954466458
117219,137,63.0,25.89502954466458
85918,137,93.0,17.541794207676006
107544,137,53.0,30.78088417573337
83986,137,71.0,22.977279736815053
26365,137,58.0,28.12735967782532
119731,137,140.0,11.652763295099062
86937,137,58.0,28.12735967782532
55398,136,128.0,12.838924632352942
109109,136,81.0,20.288671023965144
120157,136,90.0,18.25980392156863
87638,136,58.0,28.334178498985803
79636,136,105.0,15.651260504201682
92348,136,71.0,23.146230323115162
72945,136,83.0,19.799787384833454
82717,136,60.0,27.389705882352942
100607,136,146.0,11.25604351329573
118137,136,120.0,13.694852941176471
41017,136,86.0,19.109097127222984
81885,136,97.0,16.942086112795636
91453,136,88.0,18.674799465240643
122109,136,125.0,13.147058823529413
75715,136,104.0,15.801753393665159
93505,136,129.0,12.739398084815322
121626,136,57.0,28.831269349845204
99849,136,82.0,20.041248206599715
50376,136,114.0,14.415634674922602
70340,136,120.0,13.694852941176471
94669,136,79.0,20.802308265078185
88609,136,72.0,22.824754901960787
98996,136,104.0,15.801753393665159
101227,136,123.0,13.360832137733142
58446,136,131.0,12.544903457566233
122128,136,129.0,12.739398084815322
88647,136,62.0,26.506166982922203
122091,136,110.0,14.939839572192515
92093,136,60.0,27.389705882352942
83931,136,90.0,18.25980392156863
89175,136,115.0,14.290281329923275
83297,136,91.0,18.059146735617325
30942,136,124.0,13.253083491461101
88118,136,60.0,27.389705882352942
84542,136,69.0,23.817135549872123
103107,135,77.0,21.500721500721504
123309,135,83.0,19.94645247657296
103185,135,125.0,13.244444444444445
117482,135,68.0,24.346405228758172
113798,135,90.0,18.395061728395063
93703,135,125.0,13.244444444444445
123021,135,58.0,28.544061302681992
117834,135,62.0,26.70250896057348
122453,135,104.0,15.918803418803419
30348,135,126.0,13.139329805996473
123552,135,104.0,15.918803418803419
119433,135,136.0,12.173202614379086
105204,135,146.0,11.339421613394217
123447,135,135.0,12.263374485596708
119138,135,84.0,19.70899470899471
98924,135,52.0,31.837606837606838
61111,135,118.0,14.030131826741997
84226,135,121.0,13.682277318640956
87289,135,100.0,16.555555555555557
109694,135,77.0,21.500721500721504
84597,135,94.0,17.61229314420804
50658,135,105.0,15.767195767195767
21975,135,129.0,12.833763996554694
114660,135,90.0,18.395061728395063
102069,135,144.0,11.496913580246915
69738,135,107.0,15.472481827622016
67256,135,97.0,17.06758304696449
119532,135,93.0,17.801672640382318
88711,135,136.0,12.173202614379086
27434,135,109.0,15.188583078491336
79306,135,144.0,11.496913580246915
117960,135,146.0,11.339421613394217
112724,134,100.0,16.67910447761194
43834,134,51.0,32.70412642669008
100403,134,150.0,11.119402985074627
104377,134,102.0,16.35206321334504
101994,134,79.0,21.112790477989797
63107,134,69.0,24.172615184944842
88173,134,107.0,15.587948109917702
62878,134,124.0,13.450890707751565
52571,134,110.0,15.162822252374491
100125,134,100.0,16.67910447761194
118542,134,87.0,19.17138445702522
100101,134,54.0,30.887230514096185
99201,134,149.0,11.194029850746269
122513,134,70.0,23.8272921108742
111404,134,138.0,12.086307592472421
116944,134,146.0,11.424044162747904
116524,134,145.0,11.502830674215131
122465,134,105.0,15.884861407249467
79514,134,50.0,33.35820895522388
108138,134,125.0,13.343283582089553
117148,134,116.0,14.378538342768914
55860,134,117.0,14.255644852659778
92919,134,112.0,14.892057569296375
81591,134,100.0,16.67910447761194
90191,134,50.0,33.35820895522388
115919,134,150.0,11.119402985074627
122011,134,90.0,18.53233830845771
117328,134,141.0,11.829152111781518
55401,134,95.0,17.556952081696778
39109,134,69.0,24.172615184944842
115426,134,150.0,11.119402985074627
121657,134,148.0,11.269665187575635
96810,134,129.0,12.929538354737938
69417,134,52.0,32.0752009184845
101915,134,80.0,20.848880597014926
64355,134,149.0,11.194029850746269
112583,134,142.0,11.74584822367038
104025,134,96.0,17.374067164179106
85802,134,108.0,15.443615257048092
97852,134,64.0,26.061100746268657
1543,134,75.0,22.238805970149254
78574,134,137.0,12.174528815775139
32804,133,97.0,17.32423843112937
86455,133,60.0,28.007518796992482
105272,133,142.0,11.834162871968655
111847,133,126.0,13.336913712853562
125264,133,66.0,25.46138072453862
118528,133,105.0,16.004296455424274
86618,133,120.0,14.003759398496241
110203,133,68.0,24.7125165855816
78424,133,51.0,32.950022114108805
100990,133,134.0,12.540680058354843
124398,133,139.0,12.089576459133445
109836,133,77.0,21.824040621033102
107394,133,61.0,27.548379144582768
121661,133,82.0,20.49330643682377
113141,133,60.0,28.007518796992482
88687,133,69.0,24.35436417129781
126091,133,86.0,19.54012939325057
116010,133,132.0,12.73069036226931
125020,133,101.0,16.638129978411374
85747,133,93.0,18.069366965801603
64092,133,77.0,21.824040621033102
108709,133,128.0,13.128524436090226
3354,133,106.0,15.853312526599519
102944,133,138.0,12.177182085648905
119366,133,55.0,30.553656869446343
41355,133,53.0,31.706625053199037
49295,133,59.0,28.482222505416082
94212,133,69.0,24.35436417129781
100149,133,111.0,15.139199349725665
67948,133,121.0,13.888025849748338
17350,133,71.0,23.66832574393731
94647,133,86.0,19.54012939325057
102791,133,150.0,11.203007518796992
118726,133,76.0,22.111199050257223
123101,133,109.0,15.416982824032559
125117,133,81.0,20.74631021999443
43548,133,115.0,14.612618502778686
95111,133,53.0,31.706625053199037
110503,133,135.0,12.447786131996658
108991,133,72.0,23.339598997493734
123374,133,112.0,15.004027926960259
72974,133,60.0,28.007518796992482
115253,133,102.0,16.475011057054402
117984,133,66.0,25.46138072453862
45487,132,127.0,13.332140300644237
49766,132,116.0,14.59639498432602
71784,132,90.0,18.813131313131315
104147,132,69.0,24.538866930171277
113583,132,115.0,14.723320158102768
121075,132,118.0,14.348998459167952
81936,132,94.0,18.01257253384913
80978,132,111.0,15.253890253890255
111329,132,55.0,30.785123966942148
71472,132,71.0,23.84763124199744
123193,132,85.0,19.919786096256686
116344,132,67.0,25.27137042062415
60453,132,120.0,14.109848484848486
65913,132,67.0,25.27137042062415
86352,132,114.0,14.852472089314196
73606,132,91.0,18.606393606393606
40451,132,147.0,11.518243661100804
107024,132,66.0,25.654269972451793
109484,132,139.0,12.181164159581426
94862,132,88.0,19.240702479338843
79314,132,75.0,22.575757575757578
98810,132,100.0,16.931818181818183
93915,132,71.0,23.84763124199744
110622,132,74.0,22.880835380835382
83016,132,106.0,15.973413379073756
58934,132,149.0,11.363636363636363
103788,132,105.0,16.125541125541126
107398,132,107.0,15.824129141886152
113387,132,108.0,15.677609427609427
13436,132,82.0,20.648558758314856
118814,132,89.0,19.024514811031665
119880,132,130.0,13.024475524475525
106354,132,118.0,14.348998459167952
94123,132,136.0,12.449866310160429
61661,132,69.0,24.538866930171277
9280,132,85.0,19.919786096256686
117122,132,61.0,27.757078986587185
91979,132,70.0,24.18831168831169
100035,132,56.0,30.23538961038961
13288,132,90.0,18.813131313131315
112338,132,62.0,27.309384164222873
91277,131,123.0,13.87078756283746
86311,131,123.0,13.87078756283746
111731,131,115.0,14.83571191503485
21312,131,88.0,19.387578070784176
113568,131,60.0,28.435114503816795
75153,131,92.0,18.544639893793562
116846,131,86.0,19.838451979407065
128078,131,51.0,33.45307588684329
80619,131,55.0,31.020124913254683
78770,131,52.0,32.809747504403994
43282,131,141.0,12.100048725028422
90445,131,141.0,12.100048725028422
95841,131,62.0,27.517852745629156
11658,131,125.0,13.648854961832061
107642,131,98.0,17.409253777847017
96340,131,123.0,13.87078756283746
128616,131,73.0,23.37132698943846
122779,131,87.0,19.61042379573572
49234,131,117.0,14.58211000195733
79111,131,98.0,17.409253777847017
19798,131,135.0,12.637828668363019
105187,131,141.0,12.100048725028422
110765,131,73.0,23.37132698943846
89891,131,109.0,15.652356607605574
107230,131,149.0,11.450381679389313
84265,131,59.0,28.917065597101825
29030,131,77.0,22.157232080896204
23212,131,132.0,12.925052047189451
123966,131,79.0,21.596289496569717
126691,131,131.0,13.023716566633647
120646,131,96.0,17.771946564885496
106357,131,101.0,16.892147229990176
127761,131,69.0,24.726186525058083
128450,131,57.0,29.931699477701887
129079,131,81.0,21.063047780605032
105438,131,74.0,23.05549824633794
109873,131,68.0,25.089806915132467
15664,131,148.0,11.52774912316897
84132,130,73.0,23.55110642781876
102946,130,115.0,14.949832775919733
107684,130,143.0,12.02259279182356
31498,130,81.0,21.225071225071225
127172,130,135.0,12.735042735042736
22249,130,133.0,12.926547137073452
101962,130,94.0,18.289689034369886
95893,130,86.0,19.991055456171736
98987,130,80.0,21.490384615384617
124779,130,84.0,20.467032967032967
107308,130,139.0,12.368566685113448
117348,130,77.0,22.327672327672328
111083,130,55.0,31.25874125874126
111451,130,127.0,13.53725015142338
119887,130,64.0,26.86298076923077
111459,130,50.0,34.38461538461539
97556,130,112.0,15.350274725274726
123260,130,141.0,12.193126022913257
119850,130,143.0,12.02259279182356
85127,130,134.0,12.830080367393801
6044,130,128.0,13.431490384615385
87904,130,101.0,17.022086824067024
90662,130,93.0,18.4863523573201
60713,130,132.0,13.024475524475525
116283,130,138.0,12.45819397993311
73043,130,134.0,12.830080367393801
126371,130,119.0,14.44731738849386
106426,130,92.0,18.687290969899667
108040,130,113.0,15.214431586113003
125088,130,67.0,25.660160734787603
106801,130,80.0,21.490384615384617
112618,130,146.0,11.77555321390938
99429,130,127.0,13.53725015142338
126757,130,89.0,19.317199654278305
95790,130,103.0,16.69156086631815
122811,130,84.0,20.467032967032967
69330,130,82.0,20.96622889305816
85754,130,144.0,11.939102564102564
61215,130,79.0,21.762414800389486
116965,130,121.0,14.2085187539733
69638,130,105.0,16.373626373626376
110003,129,85.0,20.383036935704517
129603,129,103.0,16.82095281101829
60392,129,122.0,14.201296225695769
99458,129,120.0,14.437984496124033
115721,129,123.0,14.085838532803933
131060,129,68.0,25.478796169630645
126620,129,79.0,21.931115690314986
107851,129,132.0,13.125440451021847
130370,129,136.0,12.739398084815322
121550,129,109.0,15.895028803072329
10324,129,102.0,16.985864113087096
86498,129,76.0,22.796817625459
98843,129,50.0,34.651162790697676
119560,129,90.0,19.25064599483204
93519,129,141.0,12.287646379680027
105222,129,72.0,24.06330749354005
111137,129,115.0,15.06572295247725
95013,129,105.0,16.500553709856035
55059,129,115.0,15.06572295247725
124672,129,56.0,30.93853820598007
106179,129,122.0,14.201296225695769
102341,129,58.0,29.871692060946273
112230,129,69.0,25.10953825412875
75783,129,66.0,26.250880902043694
111159,129,91.0,19.039100434449274
12467,129,124.0,13.972243060765193
118500,129,57.0,30.39575683394533
126580,129,55.0,31.501057082452434
112196,129,50.0,34.651162790697676
125878,129,69.0,25.10953825412875
81588,129,62.0,27.944486121530385
33903,129,135.0,12.833763996554694
40805,129,92.0,18.832153690596563
103481,129,146.0,11.866836572156739
109413,129,85.0,20.383036935704517
105071,129,65.0,26.65474060822898
43154,129,116.0,14.935846030473137
129785,128,121.0,14.430526859504132
37445,128,112.0,15.590122767857142
88122,128,73.0,23.919092465753426
124551,128,95.0,18.379934210526315
12754,128,88.0,19.841974431818183
100964,128,135.0,12.934027777777779
129532,128,142.0,12.29643485915493
84125,128,53.0,32.94516509433962
93170,128,135.0,12.934027777777779
132842,128,51.0,34.237132352941174
90725,128,150.0,11.640625
121453,128,112.0,15.590122767857142
36258,128,51.0,34.237132352941174
132503,128,74.0,23.595861486486488
69708,128,104.0,16.78936298076923
30172,128,90.0,19.401041666666668
92779,128,147.0,11.878188775510203
112466,128,117.0,14.923878205128204
127196,128,88.0,19.841974431818183
3011,128,65.0,26.86298076923077
69606,128,115.0,15.183423913043478
102899,128,120.0,14.55078125
120819,128,99.0,17.637310606060606
106959,128,109.0,16.01920871559633
5366,128,116.0,15.052532327586206
121384,128,99.0,17.637310606060606
133189,128,108.0,16.16753472222222
126712,128,82.0,21.293826219512194
103105,128,149.0,11.71875
100139,128,105.0,16.629464285714285
130080,128,111.0,15.730574324324325
75610,128,117.0,14.923878205128204
103694,128,111.0,15.730574324324325
121805,128,83.0,21.03727409638554
65833,128,92.0,18.979279891304348
59084,128,50.0,34.921875
92608,128,128.0,13.641357421875
99738,128,117.0,14.923878205128204
132771,128,102.0,17.118566176470587
107214,128,115.0,15.183423913043478
111619,128,111.0,15.730574324324325
23033,128,74.0,23.595861486486488
103307,128,80.0,21.826171875
102979,128,148.0,11.797930743243244
123254,128,145.0,12.042025862068966
125251,128,96.0,18.1884765625
79747,128,55.0,31.74715909090909
114731,128,132.0,13.227982954545455
59845,128,112.0,15.590122767857142
112001,128,115.0,15.183423913043478
129332,128,117.0,14.923878205128204
125533,128,66.0,26.45596590909091
98907,127,140.0,12.570303712035996
79108,127,105.0,16.76040494938133
93977,127,127.0,13.857027714055429
92592,127,110.0,15.998568360773085
133929,127,101.0,17.424183363218212
86622,127,81.0,21.72645086030913
95880,127,89.0,19.773511457135275
75124,127,68.0,25.880037054191757
83387,127,98.0,17.957576731479993
118421,127,90.0,19.553805774278217
123975,127,138.0,12.752482026703184
94589,127,95.0,18.524658101947782
118616,127,128.0,13.74876968503937
107109,127,111.0,15.854437114279634
104201,127,89.0,19.773511457135275
80822,127,75.0,23.46456692913386
97535,127,95.0,18.524658101947782
16362,127,84.0,20.95050618672666
14467,127,73.0,24.10743177650739
125225,127,52.0,33.84312537855845
7361,127,55.0,31.99713672154617
81255,127,133.0,13.231898644248417
122484,127,96.0,18.331692913385826
96024,127,84.0,20.95050618672666
104613,127,65.0,27.07450030284676
99793,127,98.0,17.957576731479993
20298,127,117.0,15.041389057137089
125663,127,51.0,34.50671607225568
86751,127,96.0,18.331692913385826
88561,127,144.0,12.221128608923884
134921,127,126.0,13.96700412448444
130500,127,134.0,13.133153131977906
72404,127,74.0,23.78165567141945
80057,127,100.0,17.598425196850393
75434,127,144.0,12.221128608923884
92253,127,62.0,28.384556769113537
128382,127,100.0,17.598425196850393
108816,127,103.0,17.085849705679994
108954,127,84.0,20.95050618672666
31577,127,100.0,17.598425196850393
126385,127,111.0,15.854437114279634
127897,127,147.0,11.971717820986663
131647,127,127.0,13.857027714055429
123166,127,130.0,13.53725015142338
93155,127,108.0,16.294838145231846
82874,127,86.0,20.463285112616738
94142,127,55.0,31.99713672154617
108775,127,99.0,17.77618706752565
100930,127,129.0,13.642190075077824
128287,127,123.0,14.307662761666988
126989,127,96.0,18.331692913385826
101110,127,100.0,17.598425196850393
132756,127,125.0,14.078740157480315
73669,127,142.0,12.393257180880559
103856,127,84.0,20.95050618672666
109997,126,134.0,13.237384506041224
48570,126,115.0,15.424430641821946
96248,126,112.0,15.837585034013605
136273,126,150.0,11.825396825396826
135989,126,93.0,19.07322068612391
59065,126,70.0,25.34013605442177
115532,126,50.0,35.476190476190474
118203,126,147.0,12.066731454486558
95982,126,86.0,20.625692137320044
136263,126,58.0,30.582922824302134
65917,126,78.0,22.741147741147742
132685,126,122.0,14.539422326307573
111274,126,142.0,12.491616364855801
